"identifikaator";"tegevusvaldkond";"tyyp";"ministeerium";"allasutus";"makse";"link";"variable";"value";"kanal";"naitaja"
"LA-020";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"LA-022";"Lennundus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Epost.ajakulu";0;"Epost";"ajakulu"
"MKM-031";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-032";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-033";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-034";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-035";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-036";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-037";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-038";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-039";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-040";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"MKM-041";"Erinõuetega tegevusalad";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Majandus- ja Kommunikatsiooniministeerium";"Kliendile tasuta";"http://mtr.mkm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"HTM-001";"Haridus";"Interaktiivne infoteenus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Kliendile tasuta";"hm@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"HTM-002";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"elen.ruus@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"HTM-003";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"elen.ruus@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"HTM-004";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"elen.ruus@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"HTM-005";"Haridus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Haridus- ja Teadusministeerium";"Riigilõiv, riigimaks (tollimaks)";"elen.ruus@hm.ee";"Epost.ajakulu";NA;"Epost";"ajakulu"
"RA-011";"Arhiivindus";"Konsultatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/noustamine/";"Epost.ajakulu";NA;"Epost";"ajakulu"
"RA-012";"Arhiivindus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/arhivaalide-uleandmise-toimingud/";"Epost.ajakulu";NA;"Epost";"ajakulu"
"RA-013";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/hindamine/";"Epost.ajakulu";NA;"Epost";"ajakulu"
"RA-015";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/hindamine/";"Epost.ajakulu";NA;"Epost";"ajakulu"
"KKA-004";"Keskkond";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Keskkonnaministeeriumi haldusala";"Keskkonnaamet";"Kliendile tasuta";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/49._Hooldustoode_teostajate_registreerimine_FOKA.pdf";"Epost.ajakulu";NA;"Epost";"ajakulu"
"KKA-005";"Keskkond";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Keskkonnaministeeriumi haldusala";"Keskkonnaamet";"Riigilõiv, riigimaks (tollimaks)";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/1._Ohtlike_jaatmete_kaitluslitsentsi_taotlemise_teenusstandard.pdf";"Epost.ajakulu";NA;"Epost";"ajakulu"
"TJA-038";"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"TJA-086";"Transport";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-005";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-007";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-008";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-009";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-010";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-011";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-012";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-013";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-014";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-015";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-016";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-017";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-018";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-019";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-020";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-021";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-022";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-023";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-024";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"VTA-025";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"LA-006";"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Telefon.osutamistearv";0;"Telefon";"osutamistearv"
"RA-011";"Arhiivindus";"Konsultatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/noustamine/";"Telefon.osutamistearv";NA;"Telefon";"osutamistearv"
"TJA-038";"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"TJA-086";"Transport";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-005";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-007";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-008";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-009";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-010";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-011";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-012";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-013";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-014";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-015";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-016";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-017";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-018";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-019";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-020";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-021";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-022";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-023";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-024";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"VTA-025";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"LA-006";"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Telefon.rahulolu";0;"Telefon";"rahulolu"
"RA-011";"Arhiivindus";"Konsultatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/et/noustamine/";"Telefon.rahulolu";NA;"Telefon";"rahulolu"
"TJA-038";"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"TJA-086";"Transport";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-005";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-007";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-008";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-009";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-010";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-011";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-012";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-013";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-014";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
"VTA-015";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/struktuur-ja-kontaktandmed/";"Telefon.halduskulu";0;"Telefon";"halduskulu"
