"nimetus";"allasutus";"link";"variable";"value";"kanal";"naitaja"
"Numbriloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Numbriloa pikendamine / ennistamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Numbriloa muutmine";"Tehnilise Järelevalve Amet";"https://www.riigiteataja.ee/akt/130122014007";"Epost.halduskulu";0;"Epost";"halduskulu"
"Sertifitseerimisteenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/digitaalallkiri/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Ajatempliteenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/digitaalallkiri/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Meediateenuste loa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/meediateenused/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Tellitava audiovisuaalmeediateenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/meediateenused/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Ohutusjuhtimise süsteemi kooskõlastamine ja kinnitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/maarused-3/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Ohutustunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohutustunnistus/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteeveeremi kasutuselevõtuloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Diiselmootorite tüübikinnitustunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Vedurijuhilubade väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/vedurijuhiluba-ja-sertifikaat/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteeveol töötava ohutusnõuniku eksami läbiviimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteeveol töötava ohutusnõuniku tunnistuse väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Vedurijuhtide koolituskavade kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteeveeremi registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Ettekirjutuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteeveeremi registreerimistunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Läbilaskevõime jaotamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/labilaskevoime-jaotamine/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Liiklusgraafikute kinnitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Kaubaveoeeskirjade läbivaatamine ja kinnitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Ohutusnäitajate ja aruannete kontrollimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Planeeringute menetlemine ";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Mitteavalikul raudteel tegutsemise ohutustunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/tegutsemise-ohutustunnistus/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteerajatiste ehitus- ja kasutuslubade menetlemine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ehitusluba/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteerajatiste kirjaliku nõusoleku väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/kirjalik-nousolek";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteeliiklusregistri toimingud";"Tehnilise Järelevalve Amet";"http://tja.ee/raudtee-registreerimine/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Välisriigi kutsekvalifikatsiooni tunnustamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteekaitsevööndis tegutsemiseks kirjaliku nõusoleku väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteeinfrastruktuuri kasutustasude kehtestamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Struktuurivahendite rakendamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Tehnilise Järelevalve Ameti klientide küsimustele vastamine, dokumentide vastuvõtmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Välisriigis omandatud kutsekvalifikatsiooni tunnustamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.halduskulu";0;"Epost";"halduskulu"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Epost.halduskulu";0;"Epost";"halduskulu"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Epost.halduskulu";0;"Epost";"halduskulu"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Epost.halduskulu";0;"Epost";"halduskulu"
"Kalalevale pardanumbri omistamine";"Veeteede Amet";"http://www.vta.ee/public/Laeva_registreerimine_Eesti_lipu_alla_2015.pdf";"Epost.halduskulu";0;"Epost";"halduskulu"
"Navigatsioonimärgistuse registreerimine";"Veeteede Amet";"http://www.vta.ee/navigatsioonimarkide-andmekogu/";"Epost.halduskulu";0;"Epost";"halduskulu"
"x-teega liitumine (arenduskeskkond)";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/x-tee-keskkonnad/";"Epost.halduskulu";0;"Epost";"halduskulu"
"DVK dokumendi saatmise katkestamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/dokumendivahetus/";"Epost.halduskulu";0;"Epost";"halduskulu"
"eID kasutajatugi";"Riigi Infosüsteemi Amet (RIA)";"http://www.id.ee/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Küberturvaintsidendist teavitamine";"Riigi Infosüsteemi Amet (RIA)";"https://www.ria.ee/turvaintsidendist-teavitamine/";"Epost.halduskulu";0;"Epost";"halduskulu"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=16544";"Epost.halduskulu";0;"Epost";"halduskulu"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27112";"Epost.halduskulu";0;"Epost";"halduskulu"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27124";"Epost.halduskulu";0;"Epost";"halduskulu"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27125";"Epost.halduskulu";0;"Epost";"halduskulu"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=11084";"Epost.halduskulu";0;"Epost";"halduskulu"
"Vee hinna kooskõlastamine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=18324";"Epost.halduskulu";0;"Epost";"halduskulu"
"Soojuse hinna kooskõlastamine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.halduskulu";0;"Epost";"halduskulu"
"Elektri hinna kooskõlastamine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.halduskulu";0;"Epost";"halduskulu"
"Maagaasi hinna kooskõlastamine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=18307";"Epost.halduskulu";0;"Epost";"halduskulu"
"Ettepanek, kaebus Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=198931";"Epost.halduskulu";0;"Epost";"halduskulu"
"Teabenõude esitamine Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=198931";"Epost.halduskulu";0;"Epost";"halduskulu"
"Hinnang Lennuameti järelevalvele";"Lennuamet";"http://www.ecaa.ee/index.php?id=198931";"Epost.halduskulu";0;"Epost";"halduskulu"
"Tagasiside Lennuametile";"Lennuamet";"http://www.ecaa.ee/index.php?id=198931";"Epost.halduskulu";0;"Epost";"halduskulu"
"Nõustamine ja vastuvõtt Lennuametis";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lennumeeskonna liikmete lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lennundustehnilise töötaja loa taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Kontrollpiloodi tunnistuste ja lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lennujuhi loa taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Tervisekontrolli taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lennunduskoolituste taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lennundustehnika taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Aeronavigatsiooniteenuse osutaja sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lennujuhtimis- ja raadionavigatsiooniseadmete sertifitseermise taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lennuvälja või kopteriväljaku sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Kõrgehitiste ja rajatiste kooskõlastamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Funktsionaalsetesse süsteemidesse tehtavatest muudatustest teatamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Lennuettevõtja sertifikaadi taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Epost.halduskulu";0;"Epost";"halduskulu"
"Majandustegevusteade alkohoolse joogi jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade alkohoolse joogi hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade tubakatoote jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade tubakatoote hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade kahjuritõrjega tegelemiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade ehitamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade sideteenuse osutamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade kaubandusliku loterii korraldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Haridussilm.ee - haridus- ja teadusstatistika avaldamine";"Haridus- ja Teadusministeerium";"hm@hm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Koolieelsete lasteasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Üldhariduskooli tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Täiskasvanute koolitusasutuste tegevus- või koolitusloa väljastamine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Huvikoolidele tegevus- või koolitusloa andmine";"Haridus- ja Teadusministeerium";"elen.ruus@hm.ee";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Avalike asutuste liigitusskeemide kooskõlastamine";"Rahvusarhiiv";"http://www.ra.ee/et/arhivaalide-uleandmise-toimingud/";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Avalike asutuste dokumentide hindamine (arhiiviväärtusliku ainese väljaselgitamine)";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Eraõiguslike isikute dokumentide hindamine";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Epost.halduskulu";NA;"Epost";"halduskulu"
"FOKA registris hooldustöötajate registreerimine";"Keskkonnaamet";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/49._Hooldustoode_teostajate_registreerimine_FOKA.pdf";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Ohtlike jäätmete käitluslitsentsi väljastamine";"Keskkonnaamet";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/1._Ohtlike_jaatmete_kaitluslitsentsi_taotlemise_teenusstandard.pdf";"Epost.halduskulu";NA;"Epost";"halduskulu"
"Ajutiselt Eestis tegutsemisest teatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/eestis-ajutiselt-tegutsevad-valisettevotted-2/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lõhkematerjalitehase käitamisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lõhkematerjalilao käitamisloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Väljaspool lõhkematerjaliladu lõhkematerjali hoidmise loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Enamohtliku lõhketöö loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Enamohtliku lõhketöö loa pikendamise taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lõhkematerjali sisseveo loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lõhkematerjali väljaveo loa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lõhkematerjali veoloa taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Lõhkematerjali veoloa kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Pädevustunnistuse taotluse läbivaatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Pädevustunnistuse duplikaadi väljastamised";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Pädevustunnistuse kehtivuse pikendamised";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Pürotehnilise toote ettevalmistuskohale heakskiidu andmine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Pürotehnilise toote Eestisse toomisest teatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Kohtutäituri täitemenetluse toimingu kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/riigiloiv-8/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Kohustusliku dokumentatsiooni kooskõlatamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/?highlight=%C3%B5nnetusest,teavitamine";"Epost.ajakulu";0;"Epost";"ajakulu"
"Mõõtevahendi siseriikliku tüübikinnitustunnistuse väljastamine ja muutmine";"Tehnilise Järelevalve Amet";"http://tja.ee/mootevahendid-2/?tpl=1116";"Epost.ajakulu";0;"Epost";"ajakulu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Menetlustaotluste menetlemine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Raadiosagedusloa otsuse ärakirja väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/sagedusloa-taotlemine-ja-andmine/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Raadiohäire teate lahendamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Numbriloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Numbriloa pikendamine / ennistamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Numbriloa muutmine";"Tehnilise Järelevalve Amet";"https://www.riigiteataja.ee/akt/130122014007";"Epost.ajakulu";0;"Epost";"ajakulu"
"Sertifitseerimisteenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/digitaalallkiri/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Ajatempliteenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/digitaalallkiri/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Meediateenuste loa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/meediateenused/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Tellitava audiovisuaalmeediateenuse osutaja registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/meediateenused/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Ohutusjuhtimise süsteemi kooskõlastamine ja kinnitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/maarused-3/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Ohutustunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohutustunnistus/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Raudteeveeremi kasutuselevõtuloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.ajakulu";0;"Epost";"ajakulu"
"Diiselmootorite tüübikinnitustunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.ajakulu";0;"Epost";"ajakulu"
"Vedurijuhilubade väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/vedurijuhiluba-ja-sertifikaat/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Raudteeveol töötava ohutusnõuniku eksami läbiviimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Raudteeveol töötava ohutusnõuniku tunnistuse väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/ohtlike-kaupade-raudteeveo-ohutusnounikud/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Vedurijuhtide koolituskavade kooskõlastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.ajakulu";0;"Epost";"ajakulu"
"Raudteeveeremi registreerimine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.ajakulu";0;"Epost";"ajakulu"
"Ettekirjutuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/poordu-ameti-poole";"Epost.ajakulu";0;"Epost";"ajakulu"
"Raudteeveeremi registreerimistunnistuste väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/raudteeveeremi-registreerimine/";"Epost.ajakulu";0;"Epost";"ajakulu"
